id	filename	md5	size	state
4d191999-fdb6-4416-88e2-20a2141d5e28	4d191999-fdb6-4416-88e2-20a2141d5e28/b4bc4a29-b725-4513-8d21-2ea606312241.wxs.aliquot_ensemble_masked.maf.gz	6450f6f6ffed71940d50966d18c60b9e	13090	validated
505d6443-b558-455d-9ac6-9adc139b8ce8	505d6443-b558-455d-9ac6-9adc139b8ce8/cd98741a-ff39-4809-ae94-b47264b0a7e8.wxs.aliquot_ensemble_masked.maf.gz	7b0d2bde89c3b531cfa5326108a5f729	18508	validated
50e979cf-d560-41b0-9982-2b87ac1739d0	50e979cf-d560-41b0-9982-2b87ac1739d0/ef7bca1f-01f7-4143-a2d0-a753f1ab47aa.wxs.aliquot_ensemble_masked.maf.gz	81a8a2468022cc81db5d25afcef37a56	12696	validated
5c4754d1-0b12-4728-9636-68261be7c967	5c4754d1-0b12-4728-9636-68261be7c967/06a2504a-4522-41f8-b136-2cc686cc87c9.wxs.aliquot_ensemble_masked.maf.gz	d7ea0bddf57da80ce38af8bc3bad1ace	15764	validated
5fb1d498-7a8a-46f7-ab3e-4af28287411b	5fb1d498-7a8a-46f7-ab3e-4af28287411b/3fb00dd9-0fcb-4339-b5c6-6a98e76a4ff9.wxs.aliquot_ensemble_masked.maf.gz	0ddfb126065b54a61e0cb179c00c583b	15385	validated
5ff0917a-990c-4dc6-b637-28cf71b2a0bd	5ff0917a-990c-4dc6-b637-28cf71b2a0bd/60bcb99d-25a7-4c9c-b5d8-ef1c15694434.wxs.aliquot_ensemble_masked.maf.gz	8bfd87b2c7bc51249d682cb12d61dac7	18359	validated
62b94af6-c031-4c39-93dd-b7ed3b47f037	62b94af6-c031-4c39-93dd-b7ed3b47f037/01b2865c-13f1-4195-9789-094fb9677e1f.wxs.aliquot_ensemble_masked.maf.gz	1af50c33d7e829ed595fbbae46076736	18969	validated
696df3d6-9232-4b3c-a572-705bd4b218d6	696df3d6-9232-4b3c-a572-705bd4b218d6/0e725f9d-abd0-4d72-816f-54fe69467f4b.wxs.aliquot_ensemble_masked.maf.gz	7727327e941559aeae3810448c79f72d	13738	validated
6ced28e8-e5ee-4ce8-badf-bf6d44f5c065	6ced28e8-e5ee-4ce8-badf-bf6d44f5c065/abb97aeb-7c27-40df-8661-068661c08f4b.wxs.aliquot_ensemble_masked.maf.gz	adfde2e1bf8c3868ef272444ef734a25	36481	validated
6d16b500-877a-44d9-a7dd-589871c4c3c0	6d16b500-877a-44d9-a7dd-589871c4c3c0/96df57e7-4ca8-4848-adce-24e87a523f4b.wxs.aliquot_ensemble_masked.maf.gz	bda069afd524421c40034041091b1ebb	16254	validated
75ccc247-f809-4790-84ff-f3867f46ad0a	75ccc247-f809-4790-84ff-f3867f46ad0a/71bc9c36-c304-4fc7-a87a-75f8f53bc636.wxs.aliquot_ensemble_masked.maf.gz	a74336d4db19b9b7f2f39f643b363a90	12335	validated
7bb38f89-0205-4cdf-a20e-e588ef5ed778	7bb38f89-0205-4cdf-a20e-e588ef5ed778/be0c5d47-434d-4cc7-9f5d-56f20c10103c.wxs.aliquot_ensemble_masked.maf.gz	6bee5de1b87cea264f6541fed63b8f04	12585	validated
82a4e6c8-1b5d-4506-9219-977adc60e0c5	82a4e6c8-1b5d-4506-9219-977adc60e0c5/ea48bf83-3e8c-4b7d-8068-6dc66e64f781.wxs.aliquot_ensemble_masked.maf.gz	fa81767f29d958dacb3f6856d38269eb	12791	validated
8c832999-8c7d-47a4-937f-09e19e533e4d	8c832999-8c7d-47a4-937f-09e19e533e4d/f28d461c-fb99-443f-b0fb-17f71ba56527.wxs.aliquot_ensemble_masked.maf.gz	fc4623f9c3e6ce5e518fcf60f4ae8a64	14516	validated
8f3c2bbd-9c13-4c2a-b5d0-181d25be973e	8f3c2bbd-9c13-4c2a-b5d0-181d25be973e/9c92350e-b33a-4e89-9a92-251a8113698c.wxs.aliquot_ensemble_masked.maf.gz	a0ae6b19e402d51c8c694d7917e6f3b2	12461	validated
95f317c5-9a04-4247-8d32-82f507d52b1d	95f317c5-9a04-4247-8d32-82f507d52b1d/9d108a56-a83d-49ff-a3e3-c7dcc2626c1b.wxs.aliquot_ensemble_masked.maf.gz	b1c766f13e7ea914bdf00aeea88e3e5e	17492	validated
97cb1c54-0068-4806-96fa-cefbf7ed62d2	97cb1c54-0068-4806-96fa-cefbf7ed62d2/d83001bf-0393-4cbd-979e-087381f2fe34.wxs.aliquot_ensemble_masked.maf.gz	9473cd47f9ed14df8dfef4622726ffa5	218538	validated
9acf8c10-9ba2-443d-ad99-b27447717e23	9acf8c10-9ba2-443d-ad99-b27447717e23/6864adb8-6e02-4c2a-91c5-a81a7e880b4f.wxs.aliquot_ensemble_masked.maf.gz	b534bd7f4c583c83a942b06a2d11841f	16951	validated
a115a981-b5fd-4b14-8261-8f384751e850	a115a981-b5fd-4b14-8261-8f384751e850/2625a434-f083-423d-a08a-dc60e11a1d78.wxs.aliquot_ensemble_masked.maf.gz	337ae8624e0d3358e0b47912253fc296	15459	validated
a5d38bd2-0c34-455a-be1a-69a6beef8264	a5d38bd2-0c34-455a-be1a-69a6beef8264/813b09e0-60a9-4dcf-a8c8-f6ae2e8d8f97.wxs.aliquot_ensemble_masked.maf.gz	016dbe74801fec5cc2b635000b2a53b9	11151	validated
a60385d1-a56d-4644-bcfe-a9bbaceba119	a60385d1-a56d-4644-bcfe-a9bbaceba119/646b9b5f-bdc9-4e1d-9c35-461aae142078.wxs.aliquot_ensemble_masked.maf.gz	3af02ca2a0af663d448863404b498424	41717	validated
af3fcbee-d844-4f42-bb31-6c330509987d	af3fcbee-d844-4f42-bb31-6c330509987d/b45455ce-799b-43f4-bd40-e2e0853b92f5.wxs.aliquot_ensemble_masked.maf.gz	29125e9821917980b07d1b9215bf8451	11004	validated
b0eed9a6-d5c3-44a6-86f5-d21b4563653d	b0eed9a6-d5c3-44a6-86f5-d21b4563653d/bab7c381-026a-4e2d-ba6b-ad6dc4b66072.wxs.aliquot_ensemble_masked.maf.gz	a75ffc914bdff51ef4d9695a387b5de2	20823	validated
ba568416-a870-4129-a19b-26218054af3e	ba568416-a870-4129-a19b-26218054af3e/27366601-bda7-4807-8395-351034b00bfd.wxs.aliquot_ensemble_masked.maf.gz	7b24cffc0266056164dc57a771f1d075	29049	validated
c0b78f14-b64e-4536-b7be-b1d08b4fcb7b	c0b78f14-b64e-4536-b7be-b1d08b4fcb7b/95f8e339-72f1-4acb-90cc-6fa3d60ee0da.wxs.aliquot_ensemble_masked.maf.gz	bb3a05bf4f32b60b225217dcd6805acd	20071	validated
c1130d37-dbe6-4e9d-806e-5965e35f103d	c1130d37-dbe6-4e9d-806e-5965e35f103d/887658c6-eb15-4fc4-9985-42379c6b71bd.wxs.aliquot_ensemble_masked.maf.gz	014360cbf0db0dd3b635cbbf8f3d012c	4705	validated
c2adb05c-c650-4508-9e5a-70abe2c03113	c2adb05c-c650-4508-9e5a-70abe2c03113/c6deefa6-748c-44ca-a919-cd78546186a4.wxs.aliquot_ensemble_masked.maf.gz	bfdb0e8b5d9ebd4154eecf0e22be73ae	11307	validated
c82de32a-d5c8-47b5-bc82-79e7c0788c34	c82de32a-d5c8-47b5-bc82-79e7c0788c34/b4b6dda6-063d-4878-9078-ba5d205d6f93.wxs.aliquot_ensemble_masked.maf.gz	c7b05bdb5e15706a3b8ae780c42b2867	7415	validated
ca161f82-48c8-4243-9dae-9efcfc27e8df	ca161f82-48c8-4243-9dae-9efcfc27e8df/18f63226-1136-4bab-87a7-a9ac893994a7.wxs.aliquot_ensemble_masked.maf.gz	70335d90cec15b5f14bcdad680f95fff	18481	validated
cbd73885-5c9f-4f99-808b-9a17f181f6fb	cbd73885-5c9f-4f99-808b-9a17f181f6fb/c9b38843-9cac-4e71-9c3c-16fc7140c677.wxs.aliquot_ensemble_masked.maf.gz	954de63c89fbe963f4fb579502c6ccd8	10943	validated
d23f3c6f-f16e-4862-8971-c9e534adc5cf	d23f3c6f-f16e-4862-8971-c9e534adc5cf/dbc7c6f0-c73f-4d42-af8e-3f01e87774dc.wxs.aliquot_ensemble_masked.maf.gz	5529e58440040653311818d9a9f217bb	12078	validated
d28bdaf1-0634-4a31-870b-4c36e393222a	d28bdaf1-0634-4a31-870b-4c36e393222a/304f24c9-c94a-40ed-a000-07c45fabf884.wxs.aliquot_ensemble_masked.maf.gz	2c9334235233c9e5f046f67bd4510576	9544	validated
d54afd06-303d-45e3-8e2e-e28b41ea91f3	d54afd06-303d-45e3-8e2e-e28b41ea91f3/7b9c8222-6899-4621-9a5a-88be765b4242.wxs.aliquot_ensemble_masked.maf.gz	11acc48f203974ec1e6bbc08dd7240c1	15486	validated
d8167f94-321d-42bf-ae30-f0b6747b7c3b	d8167f94-321d-42bf-ae30-f0b6747b7c3b/2d487fb7-4023-484f-a0bd-2e59aecef891.wxs.aliquot_ensemble_masked.maf.gz	a6bfe32c673a5108cbb25b2f53557ca8	7688	validated
d81a432b-4d97-4780-8f77-b255f86accec	d81a432b-4d97-4780-8f77-b255f86accec/5640d699-d577-4eb2-99bf-698e3f2479da.wxs.aliquot_ensemble_masked.maf.gz	712e0e0915628de1b3d968eb99fc52b6	22494	validated
d8dae0ec-bcd9-4b88-8493-b896627483e8	d8dae0ec-bcd9-4b88-8493-b896627483e8/339abfb6-c3eb-4d20-a529-0b86b521bbc8.wxs.aliquot_ensemble_masked.maf.gz	c9b41b903864f726132f57aeee9ecd1f	22337	validated
da1c43a1-aa45-4580-af6e-7f94c5c7c521	da1c43a1-aa45-4580-af6e-7f94c5c7c521/a28ff513-9918-4297-b18e-653a27f8b69d.wxs.aliquot_ensemble_masked.maf.gz	892b0be7f7d072ad04211cb8861c2da1	15066	validated
db408ee5-c84e-4ecc-bce4-dbaa37dd74d5	db408ee5-c84e-4ecc-bce4-dbaa37dd74d5/e51009b1-ce39-4e55-8384-f2d0b6582447.wxs.aliquot_ensemble_masked.maf.gz	fb598223b162814417635034cfbfb8f1	10202	validated
df3ea350-f044-4dab-aa92-dd0ba011f845	df3ea350-f044-4dab-aa92-dd0ba011f845/ba7d497e-a272-403f-950c-c5f9247e0ee4.wxs.aliquot_ensemble_masked.maf.gz	78ae2918c97ef834cfb3d9a3509c2245	6472	validated
e62e5244-ca3f-4a41-be34-0c17abeacc17	e62e5244-ca3f-4a41-be34-0c17abeacc17/ab0b85a9-5d7b-45bf-8654-125a28a9f07c.wxs.aliquot_ensemble_masked.maf.gz	67c094b887493a660f91461597652ca9	15427	validated
e985fa4a-86a0-4746-9071-bcc84db91fa1	e985fa4a-86a0-4746-9071-bcc84db91fa1/9ad436bf-c040-44a0-b52c-4a7f0ab2230e.wxs.aliquot_ensemble_masked.maf.gz	2fd8d1a98858cd8527711e917a9ef08e	7024	validated
eb05e189-e378-4adb-ab63-f3e00fa9a97a	eb05e189-e378-4adb-ab63-f3e00fa9a97a/6a99161b-6921-4027-9c4d-a0d534c41e64.wxs.aliquot_ensemble_masked.maf.gz	b0df104b89c8ef63bd1cde5f46d1e62c	14139	validated
f07bda77-f66a-45c2-870e-cb762c495982	f07bda77-f66a-45c2-870e-cb762c495982/2791e099-38d7-4e80-a6d4-2d3faa6b5cc6.wxs.aliquot_ensemble_masked.maf.gz	04bb24941913252d00eaf56316a3945f	17329	validated
f9af13d8-9c2b-4f4f-b656-16a6b01704ea	f9af13d8-9c2b-4f4f-b656-16a6b01704ea/0d14e7f6-944b-4382-b7ac-4302c47a4c4d.wxs.aliquot_ensemble_masked.maf.gz	53ec72e88a023889c906e5fb78063d01	17832	validated
fda1974b-81f8-4670-a43c-a0506deffa20	fda1974b-81f8-4670-a43c-a0506deffa20/a8fc5bc3-f2a0-4397-b651-a76abae42e3b.wxs.aliquot_ensemble_masked.maf.gz	9ff5ca6acce6bf2aefe2946e255c1f52	10955	validated
